DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,k2.table_schema,k2.table_name,k2.column_name
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,ITEM_COLLECTION_NAME,24,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,STORE_TYPE,37,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,MENU_ID,18,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,RECEIVED_AT,1,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,CNG_BUSINESS_LINE,38,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,L2_CATEGORY_NAME,28,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,ACTUAL_PRICE,47,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,IS_DISCOUNTED_ITEM,31,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,VERTICAL_ID,52,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,AD_BADGE,29,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,ITEM_COLLECTION_POSITION,22,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,FEATURE,45,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,IS_AUTOCOMPLETE,42,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,NON_DISCOUNT_PRICE,48,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,CONTAINER_NAME,34,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_CARD_VIEW_DEDUP,SEARCH_TERM,19,TEXT,16777216.0,,,,
