,DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,k2.table_schema,k2.table_name,k2.column_name
0,postgresql,PRODDB,PUBLIC,FACT_ADS_SP_REQUESTS_VOLUME,ACTIVE_DATE,1,DATE,,,,,
1,postgresql,PRODDB,PUBLIC,FACT_ADS_SP_REQUESTS_VOLUME,PLACEMENT,2,TEXT,16777216,,,,
2,postgresql,PRODDB,PUBLIC,FACT_ADS_SP_REQUESTS_VOLUME,TOTAL_REQUESTS,4,NUMBER,,,,,
3,postgresql,PRODDB,PUBLIC,FACT_ADS_SP_REQUESTS_VOLUME,FEATURE_ID,3,TEXT,16777216,,,,
