DBMS,TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,k2.table_schema,k2.table_name,k2.column_name
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,ITEM_COLLECTION_ID,28,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,CREATED_AT_PST,14,TIMESTAMP_NTZ,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,IS_AUTOCOMPLETE,26,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,QUANTITY_RECEIVED,11,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,FEATURE_DETAILED,17,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,CNG_BUSINESS_LINE,39,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,COST_UNIT_AMOUNT,42,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,ITEM_ID,10,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,L2_CATEGORY_NAME,34,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,SUBMIT_PLATFORM,13,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,AUTOCOMPLETE_TERM,27,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,DD_DEVICE_ID,21,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,L2_CATEGORY_ID,32,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,CAMPAIGN_ID,36,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,FEATURE,16,TEXT,16777216.0,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,IS_SPONSORED,19,BOOLEAN,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,ITEM_COLLECTION_POSITION,30,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,CONSUMER_ID,3,NUMBER,,,,,
postgresql,PRODDB,PUBLIC,FACT_ITEM_ORDER_ATTRIBUTION,AD_BADGE,35,TEXT,16777216.0,,,,
